Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,magnetic_field.x,magnetic_field.y,magnetic_field.z,magnetic_field_covariance_0,magnetic_field_covariance_1,magnetic_field_covariance_2,magnetic_field_covariance_3,magnetic_field_covariance_4,magnetic_field_covariance_5,magnetic_field_covariance_6,magnetic_field_covariance_7,magnetic_field_covariance_8
1654869536.3543425,33419,1654869536,351108290,imu_link,-7.005720544839278e-05,6.77558418828994e-05,-2.2386026103049517e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.3632543,33420,1654869536,361115145,imu_link,-7.005720544839278e-05,6.77558418828994e-05,-2.2386026103049517e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.3773081,33421,1654869536,371564564,imu_link,-7.051719876471907e-05,6.74812908982858e-05,-2.176234011130873e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.3946433,33422,1654869536,391107543,imu_link,-6.95448397891596e-05,6.816712266299874e-05,-2.2732356228516437e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.402738,33423,1654869536,401119119,imu_link,-7.003195059951395e-05,6.794054934289306e-05,-2.1899924831814133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.4147687,33424,1654869536,411107771,imu_link,-7.003195059951395e-05,6.794054934289306e-05,-2.1899924831814133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.4231763,33425,1654869536,421114014,imu_link,-7.017072493908927e-05,6.741019751643762e-05,-2.3063728804118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.4350998,33426,1654869536,431117591,imu_link,-7.022002682788298e-05,6.724384729750454e-05,-2.3396853066515177e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.4435668,33427,1654869536,441116946,imu_link,-6.957817095099017e-05,6.798798131057993e-05,-2.316272002644837e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.4546793,33428,1654869536,451105376,imu_link,-6.97542927809991e-05,6.77087955409661e-05,-2.3449063519365154e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.4634273,33429,1654869536,461126081,imu_link,-6.97542927809991e-05,6.77087955409661e-05,-2.3449063519365154e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.4736304,33430,1654869536,471282315,imu_link,-7.026076491456479e-05,6.733075133524835e-05,-2.3021613742457703e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.4828117,33431,1654869536,481112495,imu_link,-7.012080459389836e-05,6.768439925508574e-05,-2.2403000912163407e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.49367,33432,1654869536,491109572,imu_link,-6.985319487284869e-05,6.75474148010835e-05,-2.361942460993305e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.5032003,33433,1654869536,501110242,imu_link,-7.041038770694286e-05,6.752739864168689e-05,-2.1964238840155303e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.5136476,33434,1654869536,511114189,imu_link,-7.041038770694286e-05,6.752739864168689e-05,-2.1964238840155303e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.5230153,33435,1654869536,521110044,imu_link,-7.020375051070005e-05,6.74301918479614e-05,-2.2904196157469414e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.5345309,33436,1654869536,531106788,imu_link,-7.033001747913659e-05,6.73807953717187e-05,-2.266089359181933e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.5431871,33437,1654869536,541109087,imu_link,-7.033001747913659e-05,6.775734073016793e-05,-2.1508842110051773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.5532641,33438,1654869536,551118552,imu_link,-7.006905070738867e-05,6.769127503503114e-05,-2.2543692466570064e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.5632794,33439,1654869536,561111130,imu_link,-7.021196506684646e-05,6.722549005644396e-05,-2.3473672627005726e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.5736604,33440,1654869536,571087338,imu_link,-7.021196506684646e-05,6.722549005644396e-05,-2.3473672627005726e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654869536.5831416,33441,1654869536,581108247,imu_link,-6.993745046202093e-05,6.778368697268888e-05,-2.2674330466543324e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
